date,entry_time,exit_time,symbol,position,leverage,entry_price,exit_price,exit_type,pnl_percentage
2024-11-15,2024-11-15 23:31:00,2024-11-16 02:31:00,FTM,SHORT,10.0,0.7082,0.7049,time_window,4.659700649534144
2024-11-15,2024-11-15 23:31:00,2024-11-16 02:31:00,GRT,SHORT,10.0,0.1838,0.1881,time_window,-23.394994559303584
2024-11-16,2024-11-16 02:31:00,2024-11-16 05:31:00,TRX,LONG,10.0,0.19,0.1897,time_window,-1.5789473684210247
2024-11-16,2024-11-16 02:31:00,2024-11-16 05:31:00,UNI,LONG,15.0,8.691,8.791,time_window,17.2592336900241
2024-11-16,2024-11-16 02:31:00,2024-11-16 05:31:00,BTC,LONG,20.0,91535.74,91458.44,time_window,-1.688957777585081
2024-11-16,2024-11-16 02:31:00,2024-11-16 05:31:00,TON,SHORT,10.0,5.422,5.433,time_window,-2.0287716709701438
2024-11-16,2024-11-16 02:31:00,2024-11-16 05:31:00,ADA,SHORT,10.0,0.7219,0.7453,time_window,-32.41446183681947
2024-11-16,2024-11-16 02:31:00,2024-11-16 05:31:00,ICP,SHORT,15.0,8.776,8.966,time_window,-32.474931631722804
2024-11-16,2024-11-16 05:31:00,2024-11-16 08:31:00,BTC,LONG,20.0,91458.44,91378.52,time_window,-1.7476790550986494
2024-11-16,2024-11-16 05:31:00,2024-11-16 08:31:00,ETH,LONG,20.0,3125.01,3112.07,time_window,-8.281573498964837
2024-11-16,2024-11-16 05:31:00,2024-11-16 08:31:00,XRP,LONG,15.0,0.9622,0.9738,time_window,18.08355851174383
2024-11-16,2024-11-16 05:31:00,2024-11-16 08:31:00,ADA,SHORT,10.0,0.7453,0.7218,time_window,31.530927143432127
2024-11-16,2024-11-16 05:31:00,2024-11-16 08:31:00,UNI,SHORT,10.0,8.791,8.832,time_window,-4.663860766693252
2024-11-16,2024-11-16 05:31:00,2024-11-16 08:31:00,TON,SHORT,10.0,5.433,5.396,time_window,6.810233756672174
2024-11-16,2024-11-16 08:31:00,2024-11-16 11:31:00,BTC,LONG,20.0,91378.52,91167.99,time_window,-4.607866268790495
2024-11-16,2024-11-16 08:31:00,2024-11-16 11:31:00,ETH,LONG,20.0,3112.07,3155.86,time_window,28.142040506800914
2024-11-16,2024-11-16 08:31:00,2024-11-16 11:31:00,BNB,LONG,15.0,622.73,626.94,time_window,10.140831500008115
2024-11-16,2024-11-16 08:31:00,2024-11-16 11:31:00,ADA,SHORT,10.0,0.7218,0.7514,time_window,-41.00858963701852
2024-11-16,2024-11-16 08:31:00,2024-11-16 11:31:00,XRP,SHORT,10.0,0.9738,1.0363,time_window,-64.18155678784144
2024-11-16,2024-11-16 08:31:00,2024-11-16 11:31:00,LTC,SHORT,10.0,86.39,88.92,time_window,-29.285796967241595
2024-11-16,2024-11-16 11:31:00,2024-11-16 14:31:00,BTC,LONG,20.0,91167.99,90960.0,time_window,-4.5627856882663576
2024-11-16,2024-11-16 11:31:00,2024-11-16 14:31:00,ETH,LONG,20.0,3155.86,3171.38,time_window,9.835670783875065
2024-11-16,2024-11-16 11:31:00,2024-11-16 14:31:00,TRX,SHORT,10.0,0.1978,0.2027,time_window,-24.772497472194072
2024-11-16,2024-11-16 11:31:00,2024-11-16 14:31:00,GRT,SHORT,10.0,0.199,0.2023,time_window,-16.582914572864308
2024-11-16,2024-11-16 11:31:00,2024-11-16 14:31:00,ADA,SHORT,10.0,0.7514,0.7672,time_window,-21.02741549108336
2024-11-16,2024-11-16 11:31:00,2024-11-16 14:31:00,SUI,LONG,10.0,3.7295,3.7259,time_window,-0.9652768467621943
2024-11-16,2024-11-16 14:31:00,2024-11-16 17:31:00,BTC,LONG,20.0,90960.0,90836.0,time_window,-2.726473175021988
2024-11-16,2024-11-16 14:31:00,2024-11-16 17:31:00,ETH,LONG,20.0,3171.38,3162.51,time_window,-5.593779364188391
2024-11-16,2024-11-16 14:31:00,2024-11-16 17:31:00,SOL,LONG,10.0,217.96,215.6,time_window,-10.827674802716157
2024-11-16,2024-11-16 14:31:00,2024-11-16 17:31:00,XRP,SHORT,10.0,1.1343,1.1317,time_window,2.292162567222214
2024-11-16,2024-11-16 14:31:00,2024-11-16 17:31:00,TRX,SHORT,10.0,0.2027,0.2036,time_window,-4.440059200789403
2024-11-16,2024-11-16 14:31:00,2024-11-16 17:31:00,UNI,SHORT,10.0,9.031,9.09,time_window,-6.533052818071008
2024-11-16,2024-11-16 17:31:00,2024-11-16 20:31:00,BTC,LONG,20.0,90836.0,90847.72,time_window,0.2580474701660391
2024-11-16,2024-11-16 17:31:00,2024-11-16 20:31:00,ETH,LONG,20.0,3162.51,3152.94,time_window,-6.0521547757952785
2024-11-16,2024-11-16 17:31:00,2024-11-16 20:31:00,BNB,LONG,15.0,627.83,627.1,time_window,-1.744102702961036
2024-11-16,2024-11-16 17:31:00,2024-11-16 20:31:00,DOGE,SHORT,10.0,0.37322,0.36819,time_window,13.477305610631742
2024-11-16,2024-11-16 17:31:00,2024-11-16 20:31:00,SHIB,SHORT,10.0,2.453e-05,2.46e-05,time_window,-2.8536485935589493
2024-11-16,2024-11-16 17:31:00,2024-11-16 20:31:00,LTC,SHORT,10.0,93.19,95.99,time_window,-30.046142289945244
2024-11-16,2024-11-16 20:31:00,2024-11-16 23:31:00,BTC,LONG,20.0,90847.72,90625.8,time_window,-4.885538129080141
2024-11-16,2024-11-16 20:31:00,2024-11-16 23:31:00,ETH,LONG,20.0,3152.94,3139.5,time_window,-8.525376315438958
2024-11-16,2024-11-16 20:31:00,2024-11-16 23:31:00,XRP,LONG,10.0,1.1575,1.1377,time_window,-17.105831533477357
2024-11-16,2024-11-16 20:31:00,2024-11-16 23:31:00,TON,SHORT,10.0,5.722,5.661,time_window,10.660608178958551
2024-11-16,2024-11-16 20:31:00,2024-11-16 23:31:00,TRX,SHORT,15.0,0.2013,0.2003,time_window,7.451564828614016
2024-11-16,2024-11-16 20:31:00,2024-11-16 23:31:00,ADA,SHORT,10.0,0.7544,0.7381,time_window,21.606574761399763
2024-11-16,2024-11-16 23:31:00,2024-11-17 02:31:00,ETH,LONG,20.0,3139.5,3051.6,time_window,-55.99617773530823
2024-11-16,2024-11-16 23:31:00,2024-11-17 02:31:00,ADA,LONG,10.0,0.7381,0.7066,time_window,-42.67714401842565
2024-11-16,2024-11-16 23:31:00,2024-11-17 02:31:00,ICP,LONG,15.0,9.22,9.084,time_window,-22.125813449024026
2024-11-16,2024-11-16 23:31:00,2024-11-17 02:31:00,XRP,SHORT,10.0,1.1377,1.0589,time_window,69.26254724444053
2024-11-16,2024-11-16 23:31:00,2024-11-17 02:31:00,UNI,SHORT,10.0,9.083,8.712,time_window,40.84553561598595
2024-11-16,2024-11-16 23:31:00,2024-11-17 02:31:00,GRT,SHORT,10.0,0.2071,0.1948,time_window,59.39159826170935
2024-11-17,2024-11-17 02:31:00,2024-11-17 05:31:00,AVAX,LONG,10.0,33.95,36.24,time_window,67.45213549337257
2024-11-17,2024-11-17 02:31:00,2024-11-17 05:31:00,TAO,LONG,10.0,492.9,507.6,time_window,29.823493609251464
2024-11-17,2024-11-17 02:31:00,2024-11-17 05:31:00,ICP,LONG,15.0,9.084,9.27,time_window,30.713342140026413
2024-11-17,2024-11-17 02:31:00,2024-11-17 05:31:00,BNB,SHORT,10.0,611.19,625.52,time_window,-23.446064235344043
2024-11-17,2024-11-17 02:31:00,2024-11-17 05:31:00,ETH,SHORT,20.0,3051.6,3112.11,time_window,-39.657884388517644
2024-11-17,2024-11-17 02:31:00,2024-11-17 05:31:00,SOL,SHORT,15.0,213.8,236.93,time_window,-162.27782974742746
2024-11-17,2024-11-17 05:31:00,2024-11-17 08:31:00,ETH,LONG,20.0,3112.11,3152.94,time_window,26.239432410808053
2024-11-17,2024-11-17 05:31:00,2024-11-17 08:31:00,SOL,LONG,15.0,236.93,238.69,time_window,11.14253154940272
2024-11-17,2024-11-17 05:31:00,2024-11-17 08:31:00,SHIB,LONG,10.0,2.421e-05,2.484e-05,time_window,26.022304832713715
2024-11-17,2024-11-17 05:31:00,2024-11-17 08:31:00,BNB,SHORT,15.0,625.52,643.5,time_window,-43.116127382018206
2024-11-17,2024-11-17 05:31:00,2024-11-17 08:31:00,LTC,SHORT,10.0,90.34,90.54,time_window,-2.213858755811411
2024-11-17,2024-11-17 05:31:00,2024-11-17 08:31:00,ICP,SHORT,10.0,9.27,9.711,time_window,-47.57281553398066
2024-11-17,2024-11-17 08:31:00,2024-11-17 11:31:00,BTC,LONG,20.0,90586.63,90639.33,time_window,1.1635271121135002
2024-11-17,2024-11-17 08:31:00,2024-11-17 11:31:00,ETH,LONG,20.0,3152.94,3116.5,time_window,-23.114933998109734
2024-11-17,2024-11-17 08:31:00,2024-11-17 11:31:00,ADA,LONG,10.0,0.7199,0.7158,time_window,-5.695235449367958
2024-11-17,2024-11-17 08:31:00,2024-11-17 11:31:00,AVAX,SHORT,10.0,36.37,36.56,time_window,-5.224085784987761
2024-11-17,2024-11-17 08:31:00,2024-11-17 11:31:00,XRP,SHORT,10.0,1.0703,1.046,time_window,22.703914790245715
2024-11-17,2024-11-17 08:31:00,2024-11-17 11:31:00,ICP,SHORT,10.0,9.711,9.533,time_window,18.329729173102752
2024-11-17,2024-11-17 11:31:00,2024-11-17 14:31:00,ADA,LONG,10.0,0.7158,0.7234,time_window,10.617490919251258
2024-11-17,2024-11-17 11:31:00,2024-11-17 14:31:00,ETH,LONG,20.0,3116.5,3074.01,time_window,-27.26776832985707
2024-11-17,2024-11-17 11:31:00,2024-11-17 14:31:00,XRP,LONG,15.0,1.046,1.0962,time_window,71.98852772466542
2024-11-17,2024-11-17 11:31:00,2024-11-17 14:31:00,FTM,SHORT,10.0,0.732,0.7122,time_window,27.049180327868754
2024-11-17,2024-11-17 11:31:00,2024-11-17 14:31:00,DOGE,SHORT,10.0,0.3606,0.35806,time_window,7.043815862451433
2024-11-17,2024-11-17 11:31:00,2024-11-17 14:31:00,SHIB,SHORT,10.0,2.453e-05,2.454e-05,time_window,-0.40766408479405664
2024-11-17,2024-11-17 14:31:00,2024-11-17 17:31:00,ETH,LONG,20.0,3074.01,3101.13,time_window,17.64470512457662
2024-11-17,2024-11-17 14:31:00,2024-11-17 17:31:00,LINK,LONG,15.0,13.96,14.06,time_window,10.744985673352398
2024-11-17,2024-11-17 14:31:00,2024-11-17 17:31:00,TON,LONG,10.0,5.443,5.496,time_window,9.737277236818084
2024-11-17,2024-11-17 14:31:00,2024-11-17 17:31:00,FTM,SHORT,10.0,0.7122,0.7127,time_window,-0.702049985958923
2024-11-17,2024-11-17 14:31:00,2024-11-17 17:31:00,ADA,SHORT,10.0,0.7234,0.7387,time_window,-21.150124412496517
2024-11-17,2024-11-17 14:31:00,2024-11-17 17:31:00,AVAX,SHORT,15.0,36.16,35.95,time_window,8.711283185840449
2024-11-17,2024-11-17 17:31:00,2024-11-17 20:31:00,BTC,LONG,20.0,90447.99,89664.69,time_window,-17.32045123390808
2024-11-17,2024-11-17 17:31:00,2024-11-17 20:31:00,ETH,LONG,20.0,3101.13,3072.67,time_window,-18.35459977492078
2024-11-17,2024-11-17 17:31:00,2024-11-17 20:31:00,TRX,LONG,15.0,0.1977,0.1977,time_window,0.0
2024-11-17,2024-11-17 17:31:00,2024-11-17 20:31:00,ADA,SHORT,10.0,0.7387,0.7106,time_window,38.039799648030346
2024-11-17,2024-11-17 17:31:00,2024-11-17 20:31:00,GRT,SHORT,10.0,0.1973,0.1919,time_window,27.369488089204342
2024-11-17,2024-11-17 17:31:00,2024-11-17 20:31:00,DOGE,SHORT,10.0,0.36791,0.36031,time_window,20.657225951999116
2024-11-17,2024-11-17 20:31:00,2024-11-17 23:31:00,AVAX,LONG,15.0,35.14,34.78,time_window,-15.367103016505382
2024-11-17,2024-11-17 20:31:00,2024-11-17 23:31:00,TRX,LONG,10.0,0.1977,0.1992,time_window,7.587253414264044
2024-11-17,2024-11-17 20:31:00,2024-11-17 23:31:00,ADA,LONG,10.0,0.7106,0.7093,time_window,-1.8294399099352208
2024-11-17,2024-11-17 20:31:00,2024-11-17 23:31:00,XRP,SHORT,10.0,1.0362,1.0671,time_window,-29.820497973364148
2024-11-17,2024-11-17 20:31:00,2024-11-17 23:31:00,SUI,SHORT,10.0,3.8162,3.7806,time_window,9.328651538179244
2024-11-17,2024-11-17 20:31:00,2024-11-17 23:31:00,LTC,SHORT,10.0,86.48,87.22,time_window,-8.556891766882458
2024-11-17,2024-11-17 23:31:00,2024-11-18 02:31:00,ADA,LONG,15.0,0.7093,0.7346,time_window,53.50345410968558
2024-11-17,2024-11-17 23:31:00,2024-11-18 02:31:00,SUI,LONG,10.0,3.7806,3.8643,time_window,22.139342961434664
2024-11-17,2024-11-17 23:31:00,2024-11-18 02:31:00,XRP,LONG,10.0,1.0671,1.1103,time_window,40.48355355636785
2024-11-17,2024-11-17 23:31:00,2024-11-18 02:31:00,SOL,SHORT,10.0,238.08,238.2,time_window,-0.5040322580644159
2024-11-17,2024-11-17 23:31:00,2024-11-18 02:31:00,TRX,SHORT,10.0,0.1992,0.2026,time_window,-17.06827309236955
2024-11-17,2024-11-17 23:31:00,2024-11-18 02:31:00,DOGE,SHORT,10.0,0.36776,0.37169,time_window,-10.686317163367535
2024-11-18,2024-11-18 02:31:00,2024-11-18 05:31:00,BTC,LONG,20.0,90567.86,90730.37,time_window,3.588690292560623
2024-11-18,2024-11-18 02:31:00,2024-11-18 05:31:00,ETH,LONG,20.0,3116.49,3115.79,time_window,-0.44922332495841033
2024-11-18,2024-11-18 02:31:00,2024-11-18 05:31:00,FTM,LONG,10.0,0.7101,0.7183,time_window,11.547669342346286
2024-11-18,2024-11-18 02:31:00,2024-11-18 05:31:00,TRX,SHORT,10.0,0.2026,0.2031,time_window,-2.467917077986182
2024-11-18,2024-11-18 02:31:00,2024-11-18 05:31:00,ICP,SHORT,10.0,9.235,9.213,time_window,2.382241472658391
2024-11-18,2024-11-18 02:31:00,2024-11-18 05:31:00,LTC,SHORT,15.0,90.36,93.58,time_window,-53.452855245683914
2024-11-18,2024-11-18 05:31:00,2024-11-18 08:31:00,BTC,LONG,20.0,90730.37,91825.48,time_window,24.13987730899809
2024-11-18,2024-11-18 05:31:00,2024-11-18 08:31:00,ETH,LONG,20.0,3115.79,3126.59,time_window,6.932431261413755
2024-11-18,2024-11-18 05:31:00,2024-11-18 08:31:00,TAO,SHORT,10.0,494.3,494.0,time_window,0.606918875177041
2024-11-18,2024-11-18 05:31:00,2024-11-18 08:31:00,LTC,SHORT,10.0,93.58,92.02,time_window,16.670228681342195
2024-11-18,2024-11-18 05:31:00,2024-11-18 08:31:00,TRX,LONG,15.0,0.2031,0.2051,time_window,14.771048744460872
2024-11-18,2024-11-18 05:31:00,2024-11-18 08:31:00,TON,SHORT,10.0,5.49,5.511,time_window,-3.825136612021841
2024-11-18,2024-11-18 08:31:00,2024-11-18 11:31:00,BTC,SHORT,20.0,91825.48,90896.0,time_window,20.24448987361669
2024-11-18,2024-11-18 08:31:00,2024-11-18 11:31:00,ETH,LONG,20.0,3126.59,3084.8,time_window,-26.731998759031377
2024-11-18,2024-11-18 08:31:00,2024-11-18 11:31:00,DOGE,SHORT,10.0,0.37903,0.36688,time_window,32.055510117932606
2024-11-18,2024-11-18 08:31:00,2024-11-18 11:31:00,SHIB,LONG,10.0,2.57e-05,2.489e-05,time_window,-31.517509727626486
2024-11-18,2024-11-18 08:31:00,2024-11-18 11:31:00,SUI,SHORT,10.0,3.7487,3.6838,time_window,17.31266839170906
2024-11-18,2024-11-18 08:31:00,2024-11-18 11:31:00,GRT,LONG,15.0,0.2041,0.2076,time_window,25.72268495835377
2024-11-18,2024-11-18 11:31:00,2024-11-18 14:31:00,BTC,LONG,20.0,90896.0,90252.01,time_window,-14.169820454145512
2024-11-18,2024-11-18 11:31:00,2024-11-18 14:31:00,ETH,LONG,20.0,3084.8,3093.69,time_window,5.763744813277926
2024-11-18,2024-11-18 11:31:00,2024-11-18 14:31:00,TON,LONG,15.0,5.458,5.476,time_window,4.946866984243256
2024-11-18,2024-11-18 11:31:00,2024-11-18 14:31:00,LINK,SHORT,10.0,14.55,14.62,time_window,-4.81099656357378
2024-11-18,2024-11-18 11:31:00,2024-11-18 14:31:00,SOL,SHORT,10.0,244.8,240.35,time_window,18.178104575163466
2024-11-18,2024-11-18 11:31:00,2024-11-18 14:31:00,ADA,SHORT,10.0,0.7476,0.7327,time_window,19.93044408774749
2024-11-18,2024-11-18 14:31:00,2024-11-18 17:31:00,BTC,LONG,20.0,90252.01,91784.03,time_window,33.94982560499216
2024-11-18,2024-11-18 14:31:00,2024-11-18 17:31:00,TRX,LONG,10.0,0.2031,0.2068,time_window,18.217626784835097
2024-11-18,2024-11-18 14:31:00,2024-11-18 17:31:00,UNI,LONG,15.0,9.052,9.266,time_window,35.46177640300493
2024-11-18,2024-11-18 14:31:00,2024-11-18 17:31:00,SUI,SHORT,10.0,3.6842,3.7272,time_window,-11.671461918462542
2024-11-18,2024-11-18 14:31:00,2024-11-18 17:31:00,SOL,SHORT,10.0,240.35,240.41,time_window,-0.2496359475764605
2024-11-18,2024-11-18 14:31:00,2024-11-18 17:31:00,ADA,SHORT,10.0,0.7327,0.755,time_window,-30.435376006551095
2024-11-18,2024-11-18 17:31:00,2024-11-18 20:31:00,TAO,LONG,10.0,514.3,506.6,time_window,-14.971806338712682
2024-11-18,2024-11-18 17:31:00,2024-11-18 20:31:00,ADA,LONG,10.0,0.755,0.7413,time_window,-18.14569536423847
2024-11-18,2024-11-18 17:31:00,2024-11-18 20:31:00,AVAX,LONG,15.0,35.68,35.33,time_window,-14.714125560538177
2024-11-18,2024-11-18 17:31:00,2024-11-18 20:31:00,XRP,SHORT,10.0,1.1485,1.0997,time_window,42.490204614715
2024-11-18,2024-11-18 17:31:00,2024-11-18 20:31:00,TRX,SHORT,10.0,0.2068,0.2031,time_window,17.89168278529985
2024-11-18,2024-11-18 17:31:00,2024-11-18 20:31:00,DOGE,SHORT,10.0,0.3733,0.37475,time_window,-3.8842753817305296
2024-11-18,2024-11-18 20:31:00,2024-11-18 23:31:00,BTC,SHORT,20.0,91415.99,90454.57,time_window,21.033956969672335
2024-11-18,2024-11-18 20:31:00,2024-11-18 23:31:00,ETH,LONG,20.0,3171.4,3161.9,time_window,-5.991044964369047
2024-11-18,2024-11-18 20:31:00,2024-11-18 23:31:00,XRP,LONG,15.0,1.0997,1.1212,time_window,29.326179867236622
2024-11-18,2024-11-18 20:31:00,2024-11-18 23:31:00,DOGE,SHORT,10.0,0.37475,0.3713,time_window,9.20613742494999
2024-11-18,2024-11-18 20:31:00,2024-11-18 23:31:00,ICP,SHORT,10.0,9.329,9.307,time_window,2.358237753242603
2024-11-18,2024-11-18 20:31:00,2024-11-18 23:31:00,ADA,LONG,15.0,0.7413,0.7386,time_window,-5.4633751517602684
2024-11-18,2024-11-18 23:31:00,2024-11-19 02:31:00,BTC,LONG,20.0,90454.57,90988.14,time_window,11.797524436852498
2024-11-18,2024-11-18 23:31:00,2024-11-19 02:31:00,GRT,SHORT,10.0,0.2169,0.2165,time_window,1.8441678192716062
2024-11-18,2024-11-18 23:31:00,2024-11-19 02:31:00,TON,LONG,15.0,5.544,5.638,time_window,25.432900432900517
2024-11-18,2024-11-18 23:31:00,2024-11-19 02:31:00,ICP,SHORT,10.0,9.307,9.467,time_window,-17.1913613409262
2024-11-18,2024-11-18 23:31:00,2024-11-19 02:31:00,ADA,LONG,15.0,0.7386,0.7355,time_window,-6.295694557270496
2024-11-18,2024-11-18 23:31:00,2024-11-19 02:31:00,LTC,SHORT,10.0,88.68,88.53,time_window,1.6914749661705648
2024-11-19,2024-11-19 02:31:00,2024-11-19 05:31:00,LTC,LONG,10.0,88.53,88.44,time_window,-1.0166045408336541
2024-11-19,2024-11-19 02:31:00,2024-11-19 05:31:00,ETH,LONG,20.0,3148.61,3118.1,time_window,-19.379980372291403
2024-11-19,2024-11-19 02:31:00,2024-11-19 05:31:00,BNB,LONG,15.0,617.92,616.73,time_window,-2.888723459347345
2024-11-19,2024-11-19 02:31:00,2024-11-19 05:31:00,XRP,SHORT,10.0,1.1179,1.1039,time_window,12.52348152786456
2024-11-19,2024-11-19 02:31:00,2024-11-19 05:31:00,ICP,SHORT,10.0,9.467,9.297,time_window,17.9571141861202
2024-11-19,2024-11-19 02:31:00,2024-11-19 05:31:00,STX,SHORT,10.0,1.914,1.913,time_window,0.5224660397073615
2024-11-19,2024-11-19 05:31:00,2024-11-19 08:31:00,SOL,LONG,10.0,240.34,244.81,time_window,18.59865190979445
2024-11-19,2024-11-19 05:31:00,2024-11-19 08:31:00,SHIB,LONG,10.0,2.519e-05,2.52e-05,time_window,0.39698292973395033
2024-11-19,2024-11-19 05:31:00,2024-11-19 08:31:00,ICP,LONG,10.0,9.297,9.3,time_window,0.3226847370119515
2024-11-19,2024-11-19 05:31:00,2024-11-19 08:31:00,TRX,SHORT,15.0,0.2032,0.2025,time_window,5.1673228346455105
2024-11-19,2024-11-19 05:31:00,2024-11-19 08:31:00,AVAX,SHORT,15.0,34.85,34.87,time_window,-0.8608321377329708
2024-11-19,2024-11-19 05:31:00,2024-11-19 08:31:00,ADA,SHORT,15.0,0.7425,0.7478,time_window,-10.707070707070649
2024-11-19,2024-11-19 08:31:00,2024-11-19 11:31:00,BTC,LONG,20.0,91724.73,91583.98,time_window,-3.0689651525820794
2024-11-19,2024-11-19 08:31:00,2024-11-19 11:31:00,ETH,SHORT,20.0,3120.01,3113.37,time_window,4.256396614113626
2024-11-19,2024-11-19 08:31:00,2024-11-19 11:31:00,GRT,LONG,10.0,0.2118,0.2235,time_window,55.24079320113322
2024-11-19,2024-11-19 08:31:00,2024-11-19 11:31:00,ADA,SHORT,15.0,0.7478,0.7309,time_window,33.899438352500724
2024-11-19,2024-11-19 08:31:00,2024-11-19 11:31:00,UNI,LONG,10.0,9.188,9.497,time_window,33.630822812363874
2024-11-19,2024-11-19 08:31:00,2024-11-19 11:31:00,AVAX,SHORT,15.0,34.87,34.65,time_window,9.463722397476293
2024-11-19,2024-11-19 11:31:00,2024-11-19 14:31:00,BTC,LONG,20.0,91583.98,91616.23,time_window,0.704271642267567
2024-11-19,2024-11-19 11:31:00,2024-11-19 14:31:00,ETH,LONG,20.0,3113.37,3098.69,time_window,-9.430295788807522
2024-11-19,2024-11-19 11:31:00,2024-11-19 14:31:00,LINK,LONG,15.0,14.83,14.75,time_window,-8.091706001348626
2024-11-19,2024-11-19 11:31:00,2024-11-19 14:31:00,TON,SHORT,10.0,5.592,5.501,time_window,16.273247496423338
2024-11-19,2024-11-19 11:31:00,2024-11-19 14:31:00,TRX,SHORT,10.0,0.2035,0.2015,time_window,9.828009828009701
2024-11-19,2024-11-19 11:31:00,2024-11-19 14:31:00,ICP,SHORT,10.0,9.298,9.237,time_window,6.56055065605506
2024-11-19,2024-11-19 14:31:00,2024-11-19 17:31:00,BTC,LONG,20.0,91616.23,92795.25,time_window,25.738234371792075
2024-11-19,2024-11-19 14:31:00,2024-11-19 17:31:00,ETH,LONG,20.0,3098.69,3116.59,time_window,11.55326928476233
2024-11-19,2024-11-19 14:31:00,2024-11-19 17:31:00,DOGE,LONG,10.0,0.39182,0.40025,time_window,21.514981368995947
2024-11-19,2024-11-19 14:31:00,2024-11-19 17:31:00,GRT,SHORT,10.0,0.2282,0.2382,time_window,-43.821209465381294
2024-11-19,2024-11-19 14:31:00,2024-11-19 17:31:00,ADA,SHORT,10.0,0.7299,0.7297,time_window,0.2740101383750897
2024-11-19,2024-11-19 14:31:00,2024-11-19 17:31:00,LINK,SHORT,10.0,14.75,14.72,time_window,2.033898305084702
2024-11-19,2024-11-19 17:31:00,2024-11-19 20:31:00,XRP,LONG,10.0,1.0953,1.1078,time_window,11.412398429653937
2024-11-19,2024-11-19 17:31:00,2024-11-19 20:31:00,GRT,LONG,10.0,0.2382,0.2378,time_window,-1.6792611251048855
2024-11-19,2024-11-19 17:31:00,2024-11-19 20:31:00,ADA,LONG,15.0,0.7297,0.7535,time_window,48.9242154309989
2024-11-19,2024-11-19 17:31:00,2024-11-19 20:31:00,TRX,SHORT,10.0,0.2023,0.2016,time_window,3.4602076124567778
2024-11-19,2024-11-19 17:31:00,2024-11-19 20:31:00,ICP,SHORT,15.0,9.309,9.21,time_window,15.952304221720663
2024-11-19,2024-11-19 17:31:00,2024-11-19 20:31:00,SUI,SHORT,10.0,3.7076,3.7809,time_window,-19.770201747761394
2024-11-19,2024-11-19 20:31:00,2024-11-19 23:31:00,BTC,LONG,20.0,92922.97,92034.83,time_window,-19.115618022110127
2024-11-19,2024-11-19 20:31:00,2024-11-19 23:31:00,ETH,SHORT,20.0,3108.91,3104.0,time_window,3.1586633257314327
2024-11-19,2024-11-19 20:31:00,2024-11-19 23:31:00,DOGE,LONG,10.0,0.39665,0.38931,time_window,-18.504979200806787
2024-11-19,2024-11-19 20:31:00,2024-11-19 23:31:00,SUI,SHORT,10.0,3.7809,3.7181,time_window,16.609801899018684
2024-11-19,2024-11-19 20:31:00,2024-11-19 23:31:00,TRX,LONG,15.0,0.2016,0.1994,time_window,-16.369047619047674
2024-11-19,2024-11-19 20:31:00,2024-11-19 23:31:00,XRP,SHORT,10.0,1.1078,1.1015,time_window,5.686947102365023
2024-11-19,2024-11-19 23:31:00,2024-11-20 02:31:00,ETH,LONG,20.0,3104.0,3097.48,time_window,-4.201030927835039
2024-11-19,2024-11-19 23:31:00,2024-11-20 02:31:00,SUI,LONG,10.0,3.7181,3.785,time_window,17.993060972001818
2024-11-19,2024-11-19 23:31:00,2024-11-20 02:31:00,TRX,LONG,10.0,0.1994,0.1977,time_window,-8.525576730190608
2024-11-19,2024-11-19 23:31:00,2024-11-20 02:31:00,XRP,SHORT,15.0,1.1015,1.0997,time_window,2.4512029051294015
2024-11-19,2024-11-19 23:31:00,2024-11-20 02:31:00,ADA,SHORT,10.0,0.7355,0.7613,time_window,-35.07817811012907
2024-11-19,2024-11-19 23:31:00,2024-11-20 02:31:00,GRT,SHORT,10.0,0.2322,0.2236,time_window,37.03703703703702
2024-11-20,2024-11-20 02:31:00,2024-11-20 05:31:00,BTC,LONG,20.0,91768.01,92403.78,time_window,13.856026735242576
2024-11-20,2024-11-20 02:31:00,2024-11-20 05:31:00,ETH,LONG,20.0,3097.48,3110.2,time_window,8.213128091222414
2024-11-20,2024-11-20 02:31:00,2024-11-20 05:31:00,FTM,LONG,10.0,0.6845,0.686,time_window,2.191380569759031
2024-11-20,2024-11-20 02:31:00,2024-11-20 05:31:00,SUI,SHORT,10.0,3.785,3.7786,time_window,1.6908850726552662
2024-11-20,2024-11-20 02:31:00,2024-11-20 05:31:00,ICP,SHORT,10.0,9.003,9.21,time_window,-22.992335888037406
2024-11-20,2024-11-20 02:31:00,2024-11-20 05:31:00,ADA,SHORT,10.0,0.7613,0.7937,time_window,-42.558781032444486
2024-11-20,2024-11-20 05:31:00,2024-11-20 08:31:00,BTC,LONG,20.0,92403.78,92969.7,time_window,12.248849560050427
2024-11-20,2024-11-20 05:31:00,2024-11-20 08:31:00,ETH,LONG,20.0,3110.2,3121.02,time_window,6.95775191306036
2024-11-20,2024-11-20 05:31:00,2024-11-20 08:31:00,AVAX,LONG,15.0,33.85,34.37,time_window,23.04283604135876
2024-11-20,2024-11-20 05:31:00,2024-11-20 08:31:00,DOGE,SHORT,10.0,0.38931,0.39228,time_window,-7.628881867920239
2024-11-20,2024-11-20 05:31:00,2024-11-20 08:31:00,TRX,SHORT,10.0,0.1974,0.198,time_window,-3.0395136778116374
2024-11-20,2024-11-20 05:31:00,2024-11-20 08:31:00,TON,SHORT,10.0,5.427,5.444,time_window,-3.13248571955046
